Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Face Mask,BOBBI BROWN,Skin Nourish Coral Grass & Green Algae Moisture Face Mask,51,4.6,"Water, Caprylic/Capric Triglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Isostearyl Neopentanoate, Peg-100 Stearate, Butylene Glycol, Squalane, Glyceryl Stearate, Isopropyl Isostearate, Peg-40 Stearate, Cetearyl Alcohol, Polysorbate 60, Glycerin, Chlorella Vulgaris Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Citrus Grandis (Grapefruit) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Laminaria Digitata Extract, Caffeine, Algae Extract, Methyldihydrojasmonate, Oryza Sativa (Rice) Bran Oil, Astrocaryum Murumuru Seed Butter, Rosmarinus Officinalis (Rosemary), Salicornia Herbacea Extract, Propylene Glycol Dicaprate, Acetyl Glucosamine, Phytosphingosine, Sodium Hyaluronate, Ethylhexylglycerin, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Helianthus Annuus (Sunflower) Seedcake, Isohexadecane, Caprylyl Glycol, Trehalose, Sodium Pca, Oryzanol, Sorbitan Oleate, Polysorbate 80, Sodium Hydroxide, Tetrahexyldecyl Ascorbate, Nylon-12, Carbomer, Tocopheryl Acetate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Sodium Acrylates/Acrylonitrogens Copolymer, Disodium Edta, Phenoxyethanol, Chlorphenesin, Linalool, Limonene, Yellow 6 (Ci 15985), Blue 1 (Ci 42090), Titanium Dioxide (Ci 77891), Red 4 (Ci 14700)",0,0,0,0,0
Face Mask,GLOW RECIPE,Watermelon Glow Jelly Sheet Mask,8,3.6,"Citrullus Lanatus (Watermelon) Fruit Extract, Citrullus Lanatus (Watermelon) Fruit, Soy Amino Acids, Fructooligosaccharides, Centella Asiatica Extract, Glycine Soja (Soybean) Sterols, Hyaluronic Acid, Natto Gum, Ceratonia Siliqua (Carob) Gum, Glycerin, Cyamopsis Tetragonoloba (Guar) Gum, Xanthan Gum, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa (Peony) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Beta-Glucan, (-)-Alpha-Bisabolol, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas (Sweet Potato) Root Extract, Fragrance.",1,1,1,1,0
Moisturizer,BOBBI BROWN,Vitamin Enriched Face Base Priming Moisturizer,60,4.5,"Water, Cyclopentasiloxane, Bis-Diglyceryl Polyacyladipate-2, Butylene Glycol, Ppg-2 Myristyl Ether Propionate, Cetyl Alcohol, Peg-40 Stearate, Butyrospermum Parkii (Shea Butter), Squalane, Glyceryl Stearate, Sorbitan Stearate, Epilobium Angustifolium Extract, Yeast Extract/Faex/Extrait De Levure, Beta-Carotene, Sodium Hyaluronate, Citrus Grandis (Grapefruit) Peel Oil, Tocopheryl Acetate, Methyl Glucose Sesquistearate, Pelargonium Graveolens (Geranium) Flower Oil, Dimethicone Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Peg-20 Methyl Glucose Sesquistearate, C12-15 Alkyl Ethylhexanoate, Tetrasodium Edta, Sodium Hydroxide, Panthenol, Magnesium Ascorbyl Phosphate, Limonene, Citronellol, Geraniol, Linalool, Chlorphenesin, Phenoxyethanol",1,0,1,1,0
Moisturizer,SK-II,Facial Treatment Oil,150,4.5,"Galactomyces Ferment Filtrate*, Squalane, Simmondsia Chinensis Seed Oil/Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Olea Europaea Fruit Oil/OleaEuropaea (Olive) Fruit Oil, Oryza Sativa Bran Oil/Oryza Sativa (Rice) Bran Oil, Water, Glycerin, Butylene Glycol, Tocopheryl Acetate, Phytosteryl Oleate, Sodium Benzoate, PVP, Methylparaben, Benzyl Alcohol, Phenoxyethanol, Disodium EDTA, Sodium Hyaluronate, Xanthan Gum, Tocopherol, Fragrance, Linalool. *Pitera.",0,0,0,0,0
Sun protect,LAURA MERCIER,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,45,4.3,Visit the Laura Mercier boutique,0,0,0,0,0
Moisturizer,SEPHORA COLLECTION,Instant Moisturizer + Cream,23,4.4,"Water, Caprylic/Capric Triglyceride, C12-20 Acid PEG-8 Ester, Butylene Glycol, Cetyl Alcohol, Phenoxyethanol, Potassium Cetyl Phosphate, Carbomer, Dimethicone, Fragrance, Ethylhexylglycerin, Glycerin, Hydrolyzed Yeast Extract, Urea, Trehalose, Sodium Hydroxide, Tocopheryl Acetate, Serine, CI 77891 (Titanium Dioxide), Pentylene Glycol, Mica, PEG-8, Maltodextrin, Silica, Glyceryl Polyacrylate, Caprylyl Glycol, Tocopherol, Polyglucuronic Acid, Algin, Pullulan, Sodium Hyaluronate, Potassium Sorbate, Sodium Benzoate, Disodium Phosphate, Ascorbyl Palmitate, Potassium Phosphate, Ascorbic Acid, Citric Acid, Camellia Sinensis Leaf Extract.",0,0,0,0,0
Moisturizer,PHILOSOPHY,Ultimate Miracle Worker Multi-Rejuvenating Cream SPF 30,75,4.0,"Water, C12-15 Alkyl Benzoate, Carthamus Tinctorius (Safflower) Oleosomes, Glycerin, Cyclopentasiloxane, Butylene Glycol, Methyl Gluceth-20, Gluconolactone, Polyacrylamide, Hydrogenated Lecithin, Cyclohexasiloxane, Cetyl Alcohol, Bifida Ferment Lysate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C13-14 Isoparaffin, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Sodium Hydroxide, Laureth-7, Glycine Soja (Soybean) Oil, Fragrance, Iris Pallida Root Extract, Ruby Powder, Disodium Edta, Gluconic Acid, Alcohol, Mica, Lecithin, Adenosine, Cellulose Gum, Retinol, Peg-8, Polysorbate 20, Bht, Chitosan, Ethylhexylglycerin, Glycolic Acid, Sorbitan Oleate, Calcium Gluconate, Tocopherol, Behentrimonium Chloride, Sodium Bicarbonate, Ascorbyl Palmitate, Beta-Glucan, Potassium Phosphate, Caprylyl Glycol, 1,2-Hexanediol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Isopropyl Alcohol, Acetic Acid, Angelica Archangelica Root Extract, Benzoic Acid, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Lactic Acid, Ascorbic Acid, Sclerotium Gum, Bha, Sorbic Acid, Titanium Dioxide (Ci 77891).",1,1,1,0,0
Moisturizer,KORA ORGANICS,Noni Glow Face Oil,68,4.3,"Rosa Canina Fruit Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Helianthus Annuus (Sunﬂower) Seed Oil*, Tocopherol, Caprylic/capric Triglyceride, Morinda Citrifolia (Noni) Fruit Extract*, Vitis Vinifera (Grape) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/leaf/stem Extract, Jasminum Ofﬁcinale (Jasmine) Flower/leaf Extract, Eugenia Caryophyllus (Clove) Flower Extract, Rosa Damascena Flower Oil*, Punica Granatum Seed Oil*, Hippophae Rhamnoides (Sea Buckthorn) Seed Oil*, Geraniol**, Citronellol**, Farnesol** Citral**.",1,1,1,1,1
Sun protect,AMOREPACIFIC,Natural Protector Broad Spectrum SPF 35 Sunscreen,65,4.0,Visit the AMOREPACIFIC boutique,1,1,1,1,1
Cleanser,CLINIQUE,Exfoliating Scrub,22,4.7,"Water , Glyceryl Stearate , Polyethylene , Hexylene Glycol , Disodium Cocoamphodiacetate , Disodium Oleamido Mipa-Sulfosuccinate , Magnesium Aluminum Silicate , Salicylic Acid , Menthol , Stearamidoethyl Diethylamine , Oleamide Mipa , Trisodium Sulfosuccinate , Sodium Sulfate , Phenoxyethanol , Methylisothiazolinone , Titanium Dioxide (Ci 77891) Rds Product Name: Spf30 Face Cream Division: Cl (Clinique)Water , Ethylhexyl Salicylate , Methyl Trimethicone , Homosalate , Butylene Glycol , Benzophenone-3 (Oxybenzone) , Butyloctyl Salicylate , Neopentyl Glycol Diheptanoate , Butyl Methoxydibenzoylmethane , Butyrospermum Parkii (Shea Butter) , Octocrylene , Peg-100 Stearate , Silica , Dipentaerythrityl Tri-Polyhydroxystearate , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Dimethicone , Glyceryl Stearate , Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein , Rosmarinus Officinalis (Rosemary) Extract , Perilla Ocymoides Leaf Extract , Plankton Extract , Caffeine , Potassium Cetyl Phosphate , Sucrose , Styrene/Acrylates Copolymer , C30-38 Olefin/Isopropyl Maleate/Ma Copolymer , Cetyl Alcohol , Vp/Eicosene Copolymer , Ethylhexylglycerin , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Peg-8 Laurate , Sodium Rna , Lecithin , Propyl Gallate , Arginine Ferulate , Tocopheryl Acetate , Caprylyl Glycol , Ascorbyl Tocopheryl Maleate , Stearic Acid , Xanthan Gum , Hexylene Glycol , Nordihydroguaiaretic Acid , Disodium Edta , Phenoxyethanol , Mica , Sodium Dehydroacetate Rds Product Name: Spf50 Body Cream Division: Cl (Clinique)Water , Benzophenone-3 (Oxybenzone) , Ethylhexyl Salicylate , Methyl Trimethicone , Homosalate , Butylene Glycol , Butyloctyl Salicylate , Neopentyl Glycol Diheptanoate , Butyl Methoxydibenzoylmethane , Butyrospermum Parkii (Shea Butter) , Octocrylene , Peg-100 Stearate , Silica , Dipentaerythrityl Tri-Polyhydroxystearate , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Dimethicone , Glyceryl Stearate , Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein , Rosmarinus Officinalis (Rosemary) Extract , Perilla Ocymoides Leaf Extract , Caffeine , Potassium Cetyl Phosphate , Sucrose , Styrene/Acrylates Copolymer , C30-38 Olefin/Isopropyl Maleate/Ma Copolymer , Cetyl Alcohol , Vp/Eicosene Copolymer , Ethylhexylglycerin , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Peg-8 Laurate , Sodium Rna , Lecithin , Propyl Gallate , Arginine Ferulate , Tocopheryl Acetate , Caprylyl Glycol , Ascorbyl Tocopheryl Maleate , Stearic Acid , Xanthan Gum , Hexylene Glycol , Nordihydroguaiaretic Acid , Disodium Edta , Phenoxyethanol , Mica , Sodium Dehydroacetate",1,0,0,1,0
Moisturizer,KIEHL'S SINCE 1851,Super Multi-Corrective Cream,84,4.3,"Water, Glycerin, Dicaprylyl Ether, Butyrospermum Parkii Butter/Shea Butter, Hydroxypropyl Tetrahydropyrantriol, Isononyl Isononanoate, Isopropyl Isostearate, Propylene Glycol, Sodium Tetrahydrojasmonate, Cetyl Alcohol, Dimethicone, Behenyl Alcohol, Dipropylene Glycol, Stearic Acid, Glyceryl Stearate, Palmitic Acid, Phenoxyethanol, Cetearyl Alcohol, Carbomer, Arachidyl Alcohol, Caprylyl Glycol, PEG-100 Stearate, Xanthan Gum, Sodium Hydroxide, Cetearyl Glucoside, Stearyl Alcohol, Hydrolyzed Hyaluronic Acid, Disodium EDTA, Rosmarinus Officinalis Leaf Oil/Rosemary Leaf Oil, Adenosine, Limonene, Pelargonium Graveolens Flower Oil, Lavandula Hybrida Oil, Cucumis Sativus Fruit Extract/Cucumber Fruit Extract, Curcuma Longa Extract/Turmeric Root Extract, Sclareolide, Rosa SPP/Rose Flower Oil, Jasminum Officinale Extract/ Jasmine Extract, Citric Acid.",0,0,0,0,0
Eye cream,CLINIQUE,All About Eyes™ Rich,32,4.2,"Water , Butyrospermum Parkii (Shea Butter) , Cetearyl Alcohol , Butylene Glycol , Hydrogenated Polyisobutene , Phenyl Trimethicone , Polyglyceryl-3 Beeswax , Polybutene , Sucrose , Cetyl Esters , Polymethyl Methacrylate , Isostearyl Neopentanoate , Glycerin , Cetearyl Glucoside , Tocopheryl Acetate , Triticum Vulgare (Wheat) Germ Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Peg-100 Stearate , Coleus Barbatus Extract , Betula Alba (Birch) Extract , Polysilicone-11 , Methyl Glucose Sesquistearate , Camellia Sinensis (Green Tea) Leaf Extract , Salvia Officinalis (Sage) Leaf , Glyceryl Polymethacrylate , Yeast Extract/Faex/Extrait De Levure , Gentiana Lutea (Gentian) Root Extract , Stearic Acid , Milk Protein/Lactis Proteinum/Proteine Du Lait , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Palmitoyl Oligopeptide , Squalane , Magnesium Ascorbyl Phosphate , Cholesterol , Caffeine , Peg-8 , Phytosphingosine , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Aminomethyl Propanol , Dimethicone , Isomerized Linoleic Acid , Linoleic Acid , Sodium Hyaluronate , 1,2 Hexanediol , Decarboxy Carnosine Hcl , Potassium Sulfate , Caprylyl Glycol , Disodium Edta , Sodium Dehydroacetate , Phenoxyethanol , Yellow 5 (Ci 19140) , Mica , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Titanium Dioxide (Ci 77891)",1,1,1,1,1
Moisturizer,IT COSMETICS,Your Skin But Better CC+ Illumination Cream with SPF 50+,38,3.8,Visit the IT Cosmetics boutique,0,0,0,0,0
Sun protect,LANCÔME,Rènergie Lift Multi-Action Sunscreen Broad Spectrum SPF 15 For Dry Skin,99,4.2,"Water, Dimethicone, Glycerin, Hydrogenated Polyisobutene, Beeswax, Poly C10-30 Alkyl Acrylate, Sucrose Stearate, Saccharomyces/Xylinum/ Black Tea Ferment, Sodium Polyacrylate, Hydrolyzed Linseed Extract, Hydrolyzed Soy Protein , Hydrolyzed Hyaluronic Acid, Sodium Hydroxide, Sodium Benzoate, Red 4, Stearic Acid, Phenoxyethanol, Adenosine, Acetyl Tetrapeptide-9, Peg-100 Stearate, Palmitic Acid, Silica, Chlorphenesin, Yellow 5, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Limonene, Benzyl Alcohol, Linalool, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Geraniol, Disodium Stearoyl Glutamate, Disodium EDTA, Citronellol, Aluminum Starch Octenylsuccinate, Coumarin, Glyceryl Stearate, Fragrance.",0,1,0,0,0
Moisturizer,LA MER,Little Miss Miracle Limited-Edition Crème de la Mer,325,5.0,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sesamum Indicum (Sesame) Seed Powder, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Magnesium Sulfate, Paraffin, Tocopheryl Succinate, Niacin, Water, Beta-Carotene, Decyl Oleate, Aluminum Distearate, Octyldodecanol, Citric Acid, Cyanocobalamin, Magnesium Stearate, Panthenol, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Benzyl Salicylate, Citral, Sodium Benzoate, Alcohol Denat., Fragrance.",0,0,0,0,0
Cleanser,ORIGINS,Zero Oil™ Deep Pore Cleanser,23,4.2,"Water; Salvia Officinalis (Sage) Leaf Water, Cocamidopropyl Hydroxysultaine, Coco-Betaine, Sodium Lauroyl Oat Amino Acids, Decyl Glucoside, Sodium Cocoyl Sarcosinate, Polysorbate 20, Sodium Chloride, Butylene Glycol, Disodium Cocoyl Glutamate, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Medica Limonum (Lemon) Peel Oil*, Citrus Aurantium Dulcis (Orange) Oil*, Lavandula Angustifolia (Lavender) Oil*, Cananga Odorata (Ylang Ylang) Oil*, Linalool, Limonene, Serenoa Serrulata (Saw Palmetto) Fruit Extract, Laminaria Saccharina Extract, Salicylic Acid, Poria Cocos Sclerotium Extract, Aloe Barbadensis Leaf Juice, Centaurium Erythraea (Centaury) Extract, Impatiens Balsamina (Garden Balsam) Leaf Extract, Yeast Extract/Faex/Extrait De Levure, Tocotrienols, Glycyrrhetinic Acid, Sodium Cocoyl Glutamate, Glycerin, Peg-6 Caprylic/Capric Glycerides, Peg-150 Pentaerythrityl Tetrastearate, Monosodium Citrate, Citric Acid, Disodium Edta, Potassium Sorbate, Methylisothiazolinone, Methylchloroisothiazolinone, Phenoxyethanol * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,0,0
Treatment,LANCER,Younger® Pure Youth Serum with MIMIXYL™,275,5.0,"Water, Aloe Barbadensis Leaf Extract, Dimethyl Isosorbide, Glycolic Acid, Glyceryl Stearate, PEG-100 Stearate, Neopentyl Glycol Diethylhexanoate, Sodium Hydroxide, Caprylic/Capric Triglyceride, Propanediol, Cetyl Alcohol Polymethylsilsesquioxane, HDI/Trimethylol Hexyllactone Crosspolymer, Hydroxyethylacrylate, Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Butylene Glycol, Cyclopentasiloxane, Cyclohexasiloxanehydroxyethylacrylate, Sodium Acryloyldimethyl Taurate, Copolymer, Cyclopentasiloxane, Cyclohexasiloxane, Glycolic Acid, Sodium Hydroxide, Hydroxypinacolone Retinoate, Bakuchiol, Tetrahexydecyl Ascorbate, Capryloyl Pentapeptide-26, Bidens Pilosa Extract, Saccharomyces Lysate Extract, Methyl Glucoside Phosphate Proline Lysine Copper Complex, Glycine (Soybean) Soja Extract, Tuber Aestivum Extract (White Truffle), Orchis Mascula Extract (Purple Orchid), Sodium Hyaluronate, Alpha Bisabolol, Allantoin, Chondrus Crispus Extract, Elaeis Guineensis (Palm) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Dimethicone, Vinyl Dimethicone Crosspolymer, Tocopheryl Acetate, PPG-12 SMDI Copolymer, Vitis Vinifera (Grape) Seed Oil, Hydrolyzed Chondrus Crispus Extract, Menthoxypropanediol, Vanillyl Butyl Ether, Magnesium Aluminum Silcate, Sodium Dihydroacetate, Citric Acid, Potassium Sorbate, Xanthan Gum, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol.",1,1,1,0,0
Moisturizer,KATE SOMERVILLE,RetAsphere™ 2-in-1 Retinol Night Cream,85,4.3,"Water, Ethylhexyl Palmitate, Diethylhexyl Carbonate, Diisopropyl Dimer Dilinoleate, Stearyl Alcohol, Cetearyl Alcohol, Propanediol, Jojoba Esters, Glycerin, Glyceryl Stearate, Caprylic/Capric Triglyceride, PEG-40 Stearate,Tocopheryl Acetate, PPG-12/SMDI Copolymer, Butylene Glycol, Pentylene Glycol, Polyacrylate-13, Ceteareth-20, Retinol, Polyisobutene, Chondrus Crispus (Carrageenan) Extract, Polysorbate 20, Cyperus Esculentus Tuber Extract, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Prunus Armeniaca (Apricot) Fruit Extract, Cucumis Melo Cantalupensis Fruit Extract, Daucus Carota Sativa (Carrot) Root Extract, Mangifera Indica (Mango) Fruit Extract, Prunus Domestica Fruit Extract, Dioscorea Villosa (Wild Yam) Root Extract, Hydroxyphenyl Propamidobenzoic Acid, Cetyl Palmitate, Hydrolyzed Chondrus Crispus Extract, Ethylhexylglycerin, Triethanolamine, Ceramide 3, Sodium Hyaluronate, Phenoxyethanol, Linalool.",1,1,1,1,0
Treatment,DRUNK ELEPHANT,NightBright™ Duo,28,4.2,"Water, Glycolic Acid, Butylene Glycol, Glycerin, Sodium Hydroxide, Salicylic Acid, Lactic Acid, Citric Acid, Vitis Vinifera (Grape) Juice Extract, Aloe Barbadensis Leaf Juice, Opuntia Ficus-Indica Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Camellia Sinensis Leaf Extract, Rubus Idaeus (Raspberry) Fruit Extract, Saccharomyces Cerevisiae Extract, Buddleja Davidii Meristem Cell Culture, Sclerocarya Birrea Seed Oil, Sodium Hyaluronate Crosspolymer, Allantoin, Hydroxyethylcellulose, Galactoarabinan, Propanediol, Disodium EDTA, Xanthan Gum, Hexylene Glycol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Sodium Nitrate, Potassium Sorbate, Pentylene Glycol, Sodium Benzoate.",1,1,1,1,1
Cleanser,FRESH,Rose Deep Hydration Toner Mini,25,0.0,"Water, Glycerin, Butylene Glycol, Rosa Centifolia Flower, Rosa Damascena Flower Water, Rosa Multiflora Fruit Extract, Angelica Keiskei Extract, Rosa Damascena Flower Oil, Sodium Hyaluronate, PEG-150, PPG-26-Buteth-26, PEG-40 Hydroge- nated Castor Oil, Sodium Citrate, Xanthan Gum, Citric Acid, BHT, Parfum (Fragrance), Phenoxyethanol, Citronellol, Geraniol.",0,0,0,0,0
Face Mask,DR. BRANDT SKINCARE,MAGNETIGHT™ Age-Defier Mask Bundle,75,4.0,"PoreDermabrasion Pore Perfecting Exfoliator: Water, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum, Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide. MAGNETIGHT Age-Defier™: Iron Powder, Dimethicone, Polysilicone-11, Nylon-12, C12-15 Alkyl Benzoate, Silica, Tribehenin, Polymethylsilsesquioxane, Peg-10 Dimethicone, Polysorbate 40, Hdi/Trimethylol Hexyllactone Crosspolymer, Ceramide Ng, Peg-10 Phytosterol, Tourmaline, Lavandula Angustifolia (Lavender) Oil, Isohexadecane, Ammonium Polyacryloyldimethyl Taurate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Palmitoyl Hexapeptide-12, Pelargonium Graveolens (Geranium) Flower Oil, Dimethylmethoxy Chromanol, Anthemis Nobilis (Chamomile) Flower Oil, Limonene, Linalool, Citronellol, Geraniol. Pores No More Pore Refiner Primer: Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",1,1,1,1,1
Eye cream,TARTE,Pack Your Bags Undereye Patches,22,4.2,"Water, Glycerin, Butylene Glycol, Mannitol, Sodium Polyglutamate, Algin, Chondrus Crispus Powder, Laureth-21, Polyglyceryl-10 Laurate, Cocos Nucifera (Coconut) Oil, Carbomer, Sodium Lactate, Polysorbate 20, Hydroxypropyl Cyclodextrin, Algae Extract, Gardenia Taitensis Flower Extract, Palmaria Palmata Extract, Palmitoyl Pentapeptide-4, Tocopherol, Phenoxyethanol, Iodopropynyl Butylcarbamate.",1,1,1,1,1
Cleanser,DR. JART+,Dermaclear™ Trans-Foam Clay Trio,35,4.4,"Water, Titanium Dioxide, Montmorillonite, Sodium Lauryl Sulfate, Glycerin, Palmitic Acid, Stearic Acid, Bentonite, Kaolin, Betaine, Sodium Methyl Cocoyl Taurate, Potassium Hydroxide, Butylene Glycol, Phenoxyethanol, Xanthan Gum, Chlorphenesin, Ethyl Menthane Carboxamide, Ethylhexylglycerin, Cellulose Gum, Tetrasodium Pyrophosphate, Caprylyl Glycol, Menthol, Lauric acid, Myristic Acid, Arachidic Acid, Disodium EDTA, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Amyris Balsamifera Bark Oil, Eucalyptus Globulus Leaf Oil, Citrus Paradisi (Grapefruit) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Boswellia Carterii Oil, Juniperus Mexicana Oil, Cymbopogon Schoenanthus Extract, Dipropylene Glycol, Decyl Glucoside, Sodium Palmitoyl Proline, Nymphaea Alba Flower Extract.",0,0,0,0,0
Sun protect,PETER THOMAS ROTH,Max Mineral Naked Broad Spectrum SPF 45,38,4.6,"Silica, Aluminum Hydroxide, Stearic Acid,Polymethylsilsesquioxane, Triethoxycaprylylsilane, Retinyl Palmitate (Vitamin A), Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Salix Alba (Willow) Bark Extract, Water, Butylene Glycol, Chlorphenesin, Potassium Sorbate, Tetrasodium EDTA.",1,1,1,1,1
Sun protect,COOLA,Mineral Sport Sunscreen Stick SPF 50,26,3.1,*Certified Organic,1,1,1,1,1
Cleanser,PHILOSOPHY,Purity Made Simple One-Step Facial Cleansing Cloths,15,3.9,"Water, Butylene Glycol, Sodium Citrate, Gluconolactone, Limnanthes Alba (Meadowfoam) Seed Oil, Santalum Album (Sandalwood) Oil, Salvia Sclarea (Clary) Oil, Rosa Centifolia Flower Oil, Piper Nigrum (Pepper) Fruit Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Amyris Balsamifera Bark Oil, Bulnesia Sarmientoi Wood Oil, Daucus Carota Sativa (Carrot) Seed Oil, Cymbopogon Martini Oil, Mimosa Tenuiflora Bark Extract, Ormenis Multicaulis Oil, Pelargonium Graveolens Flower Oil, Tocopherol, Glycerin, Calcium Gluconate, Cetyl Palmitate, Cetearyl Isononanoate, Ethylhexylglycerin, Glyceryl Stearate, Cetearyl Alcohol, Ceteareth-12, Ceteareth-20, Sodium Hydroxide, Sodium Benzoate, Phenoxyethanol, Benzoic Acid, Geraniol, Linalool.",0,0,0,0,0
Treatment,REN CLEAN SKINCARE,Perfect Canvas Skin Finishing Serum,55,4.5,"Water, Lactococcus Ferment Lysate, Glycerin, Maltose, Caprylyl/Capryl Glucoside, Alpha-Glucan Oligosaccharide, Agave Tequilana Leaf Extract, Xanthan Gum, Fragrance*, Sodium Hyaluronate, Sodium Benzoate, Phenoxyethanol, Citric Acid, Lactic Acid, Sodium Chloride, Glucose, Limonene, Linalool*. *100% Natural Fragrance. 100% Natural.",1,1,1,1,1
